CountryCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Pattern,Group
SLB,[6799-108085352],[7330-110327936],[7906-114685540],[8228-121162226],[8299-127791981],[8371-129348359],[8442-131746910],[8518-134196718],[8632-136747486],[8831-139527262],[9144-142386810],[9583-145443877],[10137-148131235],[10785-151552570],[11494-155688522],[12238-159452730],[13020-162497601],[13840-165293316],[14663-171153535],[15447-180399661],[16164-189947471],[16795-199949784],[17357-210823843],[17911-220472140],[18543-230206255],[19315-240414890],[20254-251325056],[21343-262976051],[22539-275121076],[23776-287504237],[25009-300165618],[26211-314301034],[27402-328521540],[28652-342961393],[30055-357836540],[31672-373035157],[33535-388593258],[35596-404485562],[37742-420606126],[39810-436766058],[41685-452999147],[43317-471767321],[44742-491993700],[46032-512473984],[47299-533257098],[48623-554367818],[50028-575118254],[51480-595670841],[52925-616481190],[54285-637407288],[55509-658498663],[56580-679766865],[57522-700862129],[58369-721691798],[59172-742299307],[59967-762590291],abd,2
VGB,[6627-116760],[6954-123155],[7299-129942],[7661-136982],[8034-144104],[8416-151143],[8804-158046],[9201-163958],[9614-169557],[10052-175175],[10524-180925],[11032-186842],[11370-192904],[11666-199091],[11971-205371],[12291-211730],[12626-218083],[12976-223264],[13152-228317],[13280-233818],[13413-239930],[13547-246836],[13680-254382],[13815-261963],[13956-268744],[14103-274154],[14267-277898],[14440-283833],[14583-289782],[14639-295973],[14695-303189],[14635-311699],[14364-321311],[14046-331705],[13781-342352],[13638-352821],[14562-363073],[15721-370519],[16089-377132],[16443-383206],[16893-388641],[17477-393266],[18042-397176],[18510-400841],[18879-404914],[19229-409850],[19473-415879],[19605-422849],[19712-430465],[19801-438194],[19877-445696],[19941-452866],[19997-459772],[20056-466447],[20129-472957],[20225-479332],acf,3
COM,[6627-116760],[6954-123155],[7299-129942],[7661-136982],[8034-144104],[8416-151143],[8804-158046],[9201-163958],[9614-169557],[10052-175175],[10524-180925],[11032-186842],[11370-192904],[11666-199091],[11971-205371],[12291-211730],[12626-218083],[12976-223264],[13152-228317],[13280-233818],[13413-239930],[13547-246836],[13680-254382],[13815-261963],[13956-268744],[14103-274154],[14267-277898],[14440-283833],[14583-289782],[14639-295973],[14695-303189],[14635-311699],[14364-321311],[14046-331705],[13781-342352],[13638-352821],[14562-363073],[15721-370519],[16089-377132],[16443-383206],[16893-388641],[17477-393266],[18042-397176],[18510-400841],[18879-404914],[19229-409850],[19473-415879],[19605-422849],[19712-430465],[19801-438194],[19877-445696],[19941-452866],[19997-459772],[20056-466447],[20129-472957],[20225-479332],acf,3
GRD,[6627-116760],[6954-123155],[7299-129942],[7661-136982],[8034-144104],[8416-151143],[8804-158046],[9201-163958],[9614-169557],[10052-175175],[10524-180925],[11032-186842],[11370-192904],[11666-199091],[11971-205371],[12291-211730],[12626-218083],[12976-223264],[13152-228317],[13280-233818],[13413-239930],[13547-246836],[13680-254382],[13815-261963],[13956-268744],[14103-274154],[14267-277898],[14440-283833],[14583-289782],[14639-295973],[14695-303189],[14635-311699],[14364-321311],[14046-331705],[13781-342352],[13638-352821],[14562-363073],[15721-370519],[16089-377132],[16443-383206],[16893-388641],[17477-393266],[18042-397176],[18510-400841],[18879-404914],[19229-409850],[19473-415879],[19605-422849],[19712-430465],[19801-438194],[19877-445696],[19941-452866],[19997-459772],[20056-466447],[20129-472957],[20225-479332],acf,3
CPV,[6627-116760],[6954-123155],[7299-129942],[7661-136982],[8034-144104],[8416-151143],[8804-158046],[9201-163958],[9614-169557],[10052-175175],[10524-180925],[11032-186842],[11370-192904],[11666-199091],[11971-205371],[12291-211730],[12626-218083],[12976-223264],[13152-228317],[13280-233818],[13413-239930],[13547-246836],[13680-254382],[13815-261963],[13956-268744],[14103-274154],[14267-277898],[14440-283833],[14583-289782],[14639-295973],[14695-303189],[14635-311699],[14364-321311],[14046-331705],[13781-342352],[13638-352821],[14562-363073],[15721-370519],[16089-377132],[16443-383206],[16893-388641],[17477-393266],[18042-397176],[18510-400841],[18879-404914],[19229-409850],[19473-415879],[19605-422849],[19712-430465],[19801-438194],[19877-445696],[19941-452866],[19997-459772],[20056-466447],[20129-472957],[20225-479332],acf,3
MCO,[6627-116760],[6954-123155],[7299-129942],[7661-136982],[8034-144104],[8416-151143],[8804-158046],[9201-163958],[9614-169557],[10052-175175],[10524-180925],[11032-186842],[11370-192904],[11666-199091],[11971-205371],[12291-211730],[12626-218083],[12976-223264],[13152-228317],[13280-233818],[13413-239930],[13547-246836],[13680-254382],[13815-261963],[13956-268744],[14103-274154],[14267-277898],[14440-283833],[14583-289782],[14639-295973],[14695-303189],[14635-311699],[14364-321311],[14046-331705],[13781-342352],[13638-352821],[14562-363073],[15721-370519],[16089-377132],[16443-383206],[16893-388641],[17477-393266],[18042-397176],[18510-400841],[18879-404914],[19229-409850],[19473-415879],[19605-422849],[19712-430465],[19801-438194],[19877-445696],[19941-452866],[19997-459772],[20056-466447],[20129-472957],[20225-479332],acf,3
BMU,[6627-116760],[6954-123155],[7299-129942],[7661-136982],[8034-144104],[8416-151143],[8804-158046],[9201-163958],[9614-169557],[10052-175175],[10524-180925],[11032-186842],[11370-192904],[11666-199091],[11971-205371],[12291-211730],[12626-218083],[12976-223264],[13152-228317],[13280-233818],[13413-239930],[13547-246836],[13680-254382],[13815-261963],[13956-268744],[14103-274154],[14267-277898],[14440-283833],[14583-289782],[14639-295973],[14695-303189],[14635-311699],[14364-321311],[14046-331705],[13781-342352],[13638-352821],[14562-363073],[15721-370519],[16089-377132],[16443-383206],[16893-388641],[17477-393266],[18042-397176],[18510-400841],[18879-404914],[19229-409850],[19473-415879],[19605-422849],[19712-430465],[19801-438194],[19877-445696],[19941-452866],[19997-459772],[20056-466447],[20129-472957],[20225-479332],acf,3
VUT,[6627-116760],[6954-123155],[7299-129942],[7661-136982],[8034-144104],[8416-151143],[8804-158046],[9201-163958],[9614-169557],[10052-175175],[10524-180925],[11032-186842],[11370-192904],[11666-199091],[11971-205371],[12291-211730],[12626-218083],[12976-223264],[13152-228317],[13280-233818],[13413-239930],[13547-246836],[13680-254382],[13815-261963],[13956-268744],[14103-274154],[14267-277898],[14440-283833],[14583-289782],[14639-295973],[14695-303189],[14635-311699],[14364-321311],[14046-331705],[13781-342352],[13638-352821],[14562-363073],[15721-370519],[16089-377132],[16443-383206],[16893-388641],[17477-393266],[18042-397176],[18510-400841],[18879-404914],[19229-409850],[19473-415879],[19605-422849],[19712-430465],[19801-438194],[19877-445696],[19941-452866],[19997-459772],[20056-466447],[20129-472957],[20225-479332],acf,3
KIR,[6627-116760],[6954-123155],[7299-129942],[7661-136982],[8034-144104],[8416-151143],[8804-158046],[9201-163958],[9614-169557],[10052-175175],[10524-180925],[11032-186842],[11370-192904],[11666-199091],[11971-205371],[12291-211730],[12626-218083],[12976-223264],[13152-228317],[13280-233818],[13413-239930],[13547-246836],[13680-254382],[13815-261963],[13956-268744],[14103-274154],[14267-277898],[14440-283833],[14583-289782],[14639-295973],[14695-303189],[14635-311699],[14364-321311],[14046-331705],[13781-342352],[13638-352821],[14562-363073],[15721-370519],[16089-377132],[16443-383206],[16893-388641],[17477-393266],[18042-397176],[18510-400841],[18879-404914],[19229-409850],[19473-415879],[19605-422849],[19712-430465],[19801-438194],[19877-445696],[19941-452866],[19997-459772],[20056-466447],[20129-472957],[20225-479332],acf,3
STP,[6627-116760],[6954-123155],[7299-129942],[7661-136982],[8034-144104],[8416-151143],[8804-158046],[9201-163958],[9614-169557],[10052-175175],[10524-180925],[11032-186842],[11370-192904],[11666-199091],[11971-205371],[12291-211730],[12626-218083],[12976-223264],[13152-228317],[13280-233818],[13413-239930],[13547-246836],[13680-254382],[13815-261963],[13956-268744],[14103-274154],[14267-277898],[14440-283833],[14583-289782],[14639-295973],[14695-303189],[14635-311699],[14364-321311],[14046-331705],[13781-342352],[13638-352821],[14562-363073],[15721-370519],[16089-377132],[16443-383206],[16893-388641],[17477-393266],[18042-397176],[18510-400841],[18879-404914],[19229-409850],[19473-415879],[19605-422849],[19712-430465],[19801-438194],[19877-445696],[19941-452866],[19997-459772],[20056-466447],[20129-472957],[20225-479332],acf,3
FRO,[6627-116760],[6954-123155],[7299-129942],[7661-136982],[8034-144104],[8416-151143],[8804-158046],[9201-163958],[9614-169557],[10052-175175],[10524-180925],[11032-186842],[11370-192904],[11666-199091],[11971-205371],[12291-211730],[12626-218083],[12976-223264],[13152-228317],[13280-233818],[13413-239930],[13547-246836],[13680-254382],[13815-261963],[13956-268744],[14103-274154],[14267-277898],[14440-283833],[14583-289782],[14639-295973],[14695-303189],[14635-311699],[14364-321311],[14046-331705],[13781-342352],[13638-352821],[14562-363073],[15721-370519],[16089-377132],[16443-383206],[16893-388641],[17477-393266],[18042-397176],[18510-400841],[18879-404914],[19229-409850],[19473-415879],[19605-422849],[19712-430465],[19801-438194],[19877-445696],[19941-452866],[19997-459772],[20056-466447],[20129-472957],[20225-479332],acf,3
FJI,[6627-116760],[6954-123155],[7299-129942],[7661-136982],[8034-144104],[8416-151143],[8804-158046],[9201-163958],[9614-169557],[10052-175175],[10524-180925],[11032-186842],[11370-192904],[11666-199091],[11971-205371],[12291-211730],[12626-218083],[12976-223264],[13152-228317],[13280-233818],[13413-239930],[13547-246836],[13680-254382],[13815-261963],[13956-268744],[14103-274154],[14267-277898],[14440-283833],[14583-289782],[14639-295973],[14695-303189],[14635-311699],[14364-321311],[14046-331705],[13781-342352],[13638-352821],[14562-363073],[15721-370519],[16089-377132],[16443-383206],[16893-388641],[17477-393266],[18042-397176],[18510-400841],[18879-404914],[19229-409850],[19473-415879],[19605-422849],[19712-430465],[19801-438194],[19877-445696],[19941-452866],[19997-459772],[20056-466447],[20129-472957],[20225-479332],acf,3
IMY,[6627-116760],[6954-123155],[7299-129942],[7661-136982],[8034-144104],[8416-151143],[8804-158046],[9201-163958],[9614-169557],[10052-175175],[10524-180925],[11032-186842],[11370-192904],[11666-199091],[11971-205371],[12291-211730],[12626-218083],[12976-223264],[13152-228317],[13280-233818],[13413-239930],[13547-246836],[13680-254382],[13815-261963],[13956-268744],[14103-274154],[14267-277898],[14440-283833],[14583-289782],[14639-295973],[14695-303189],[14635-311699],[14364-321311],[14046-331705],[13781-342352],[13638-352821],[14562-363073],[15721-370519],[16089-377132],[16443-383206],[16893-388641],[17477-393266],[18042-397176],[18510-400841],[18879-404914],[19229-409850],[19473-415879],[19605-422849],[19712-430465],[19801-438194],[19877-445696],[19941-452866],[19997-459772],[20056-466447],[20129-472957],[20225-479332],acf,3
OMN,[29514-218385],[31490-221560],[33547-225946],[35723-229959],[38025-238840],[40405-250586],[43143-262272],[45978-273042],[48910-283690],[52460-294505],[57380-305353],[62426-316034],[66278-326677],[68872-337394],[71240-347370],[73094-357235],[74870-367406],[76516-376901],[77895-386508],[78999-396723],[80425-407772],[82469-420165],[84793-433540],[87037-447224],[88993-460376],[90869-472401],[92813-483032],[94912-495514],[97022-507832],[99182-520360],[101748-533708],[104600-548407],[107446-564290],[110456-580936],[113649-597701],[116464-613632],[118934-629423],[122053-642504],[125204-654721],[128430-666514],[131733-678550],[135113-690302],[138566-700799],[141635-711135],[144406-722116],[147759-734146],[151899-747455],[155428-761950],[159645-777346],[163229-793093],[168183-808865],[172469-824522],[177438-840135],[181722-855771],[186697-871484],[191673-887299],acf,4
PSS,[29514-218385],[31490-221560],[33547-225946],[35723-229959],[38025-238840],[40405-250586],[43143-262272],[45978-273042],[48910-283690],[52460-294505],[57380-305353],[62426-316034],[66278-326677],[68872-337394],[71240-347370],[73094-357235],[74870-367406],[76516-376901],[77895-386508],[78999-396723],[80425-407772],[82469-420165],[84793-433540],[87037-447224],[88993-460376],[90869-472401],[92813-483032],[94912-495514],[97022-507832],[99182-520360],[101748-533708],[104600-548407],[107446-564290],[110456-580936],[113649-597701],[116464-613632],[118934-629423],[122053-642504],[125204-654721],[128430-666514],[131733-678550],[135113-690302],[138566-700799],[141635-711135],[144406-722116],[147759-734146],[151899-747455],[155428-761950],[159645-777346],[163229-793093],[168183-808865],[172469-824522],[177438-840135],[181722-855771],[186697-871484],[191673-887299],acf,4
LUX,[29514-218385],[31490-221560],[33547-225946],[35723-229959],[38025-238840],[40405-250586],[43143-262272],[45978-273042],[48910-283690],[52460-294505],[57380-305353],[62426-316034],[66278-326677],[68872-337394],[71240-347370],[73094-357235],[74870-367406],[76516-376901],[77895-386508],[78999-396723],[80425-407772],[82469-420165],[84793-433540],[87037-447224],[88993-460376],[90869-472401],[92813-483032],[94912-495514],[97022-507832],[99182-520360],[101748-533708],[104600-548407],[107446-564290],[110456-580936],[113649-597701],[116464-613632],[118934-629423],[122053-642504],[125204-654721],[128430-666514],[131733-678550],[135113-690302],[138566-700799],[141635-711135],[144406-722116],[147759-734146],[151899-747455],[155428-761950],[159645-777346],[163229-793093],[168183-808865],[172469-824522],[177438-840135],[181722-855771],[186697-871484],[191673-887299],acf,4
NCL,[29514-218385],[31490-221560],[33547-225946],[35723-229959],[38025-238840],[40405-250586],[43143-262272],[45978-273042],[48910-283690],[52460-294505],[57380-305353],[62426-316034],[66278-326677],[68872-337394],[71240-347370],[73094-357235],[74870-367406],[76516-376901],[77895-386508],[78999-396723],[80425-407772],[82469-420165],[84793-433540],[87037-447224],[88993-460376],[90869-472401],[92813-483032],[94912-495514],[97022-507832],[99182-520360],[101748-533708],[104600-548407],[107446-564290],[110456-580936],[113649-597701],[116464-613632],[118934-629423],[122053-642504],[125204-654721],[128430-666514],[131733-678550],[135113-690302],[138566-700799],[141635-711135],[144406-722116],[147759-734146],[151899-747455],[155428-761950],[159645-777346],[163229-793093],[168183-808865],[172469-824522],[177438-840135],[181722-855771],[186697-871484],[191673-887299],acf,4
ISL,[29514-218385],[31490-221560],[33547-225946],[35723-229959],[38025-238840],[40405-250586],[43143-262272],[45978-273042],[48910-283690],[52460-294505],[57380-305353],[62426-316034],[66278-326677],[68872-337394],[71240-347370],[73094-357235],[74870-367406],[76516-376901],[77895-386508],[78999-396723],[80425-407772],[82469-420165],[84793-433540],[87037-447224],[88993-460376],[90869-472401],[92813-483032],[94912-495514],[97022-507832],[99182-520360],[101748-533708],[104600-548407],[107446-564290],[110456-580936],[113649-597701],[116464-613632],[118934-629423],[122053-642504],[125204-654721],[128430-666514],[131733-678550],[135113-690302],[138566-700799],[141635-711135],[144406-722116],[147759-734146],[151899-747455],[155428-761950],[159645-777346],[163229-793093],[168183-808865],[172469-824522],[177438-840135],[181722-855771],[186697-871484],[191673-887299],acf,4
LSO,[29514-218385],[31490-221560],[33547-225946],[35723-229959],[38025-238840],[40405-250586],[43143-262272],[45978-273042],[48910-283690],[52460-294505],[57380-305353],[62426-316034],[66278-326677],[68872-337394],[71240-347370],[73094-357235],[74870-367406],[76516-376901],[77895-386508],[78999-396723],[80425-407772],[82469-420165],[84793-433540],[87037-447224],[88993-460376],[90869-472401],[92813-483032],[94912-495514],[97022-507832],[99182-520360],[101748-533708],[104600-548407],[107446-564290],[110456-580936],[113649-597701],[116464-613632],[118934-629423],[122053-642504],[125204-654721],[128430-666514],[131733-678550],[135113-690302],[138566-700799],[141635-711135],[144406-722116],[147759-734146],[151899-747455],[155428-761950],[159645-777346],[163229-793093],[168183-808865],[172469-824522],[177438-840135],[181722-855771],[186697-871484],[191673-887299],acf,4
