Product_Code	W0	W1	W2	W3	W4	W5	W6	W7	W8	W9	W10	W11	W12	W13	W14	W15	W16	W17	W18	W19	W20	W21	W22	W23	W24	W25	W26	W27	W28	W29	W30	W31	W32	W33	W34	W35	W36	W37	W38	W39	W40	W41	W42	W43	W44	W45	W46	W47	W48	W49	W50	W51	Pattern	Group
P756	[0-0]	[0-1]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-2]	[0-1]	[0-0]	[0-1]	[0-2]	[0-2]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-2]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-0]	[0-1]	[0-1]	[1-2]	[0-1]	[0-1]	[0-0]	[0-2]	[0-2]	[0-0]	[0-1]	[0-0]	[0-1]	[0-1]	dcd	8
P662	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-1]	[0-2]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-0]	[0-2]	[0-0]	[0-0]	[0-0]	[0-1]	[0-3]	[0-2]	[0-3]	[0-0]	[0-1]	[0-0]	[0-2]	[0-0]	[0-2]	[0-0]	[0-3]	[0-2]	[0-1]	[0-2]	[0-1]	[0-1]	[0-2]	[0-4]	[1-2]	[0-1]	[0-1]	[0-0]	[0-1]	[0-2]	[1-7]	[0-5]	[0-5]	cce	9
P732	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-1]	[0-2]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-0]	[0-2]	[0-0]	[0-0]	[0-0]	[0-1]	[0-3]	[0-2]	[0-3]	[0-0]	[0-1]	[0-0]	[0-2]	[0-0]	[0-2]	[0-0]	[0-3]	[0-2]	[0-1]	[0-2]	[0-1]	[0-1]	[0-2]	[0-4]	[1-2]	[0-1]	[0-1]	[0-0]	[0-1]	[0-2]	[1-7]	[0-5]	[0-5]	cce	9
P759	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-1]	[0-2]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-0]	[0-2]	[0-0]	[0-0]	[0-0]	[0-1]	[0-3]	[0-2]	[0-3]	[0-0]	[0-1]	[0-0]	[0-2]	[0-0]	[0-2]	[0-0]	[0-3]	[0-2]	[0-1]	[0-2]	[0-1]	[0-1]	[0-2]	[0-4]	[1-2]	[0-1]	[0-1]	[0-0]	[0-1]	[0-2]	[1-7]	[0-5]	[0-5]	cce	9
P775	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-1]	[0-2]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-0]	[0-2]	[0-0]	[0-0]	[0-0]	[0-1]	[0-3]	[0-2]	[0-3]	[0-0]	[0-1]	[0-0]	[0-2]	[0-0]	[0-2]	[0-0]	[0-3]	[0-2]	[0-1]	[0-2]	[0-1]	[0-1]	[0-2]	[0-4]	[1-2]	[0-1]	[0-1]	[0-0]	[0-1]	[0-2]	[1-7]	[0-5]	[0-5]	cce	9
P358	[0-4]	[1-4]	[0-8]	[0-7]	[0-2]	[2-6]	[2-5]	[2-6]	[0-3]	[1-8]	[0-6]	[1-3]	[1-3]	[0-6]	[2-5]	[1-7]	[1-5]	[0-6]	[2-5]	[1-8]	[1-6]	[0-4]	[2-10]	[1-9]	[0-7]	[2-15]	[3-7]	[2-5]	[0-3]	[2-7]	[3-7]	[1-3]	[1-8]	[2-7]	[5-12]	[1-7]	[2-9]	[2-7]	[3-12]	[3-9]	[6-13]	[4-7]	[3-6]	[3-12]	[4-10]	[2-12]	[4-10]	[2-9]	[2-15]	[5-9]	[5-12]	[5-20]	bce	10
P674	[0-4]	[1-4]	[0-8]	[0-7]	[0-2]	[2-6]	[2-5]	[2-6]	[0-3]	[1-8]	[0-6]	[1-3]	[1-3]	[0-6]	[2-5]	[1-7]	[1-5]	[0-6]	[2-5]	[1-8]	[1-6]	[0-4]	[2-10]	[1-9]	[0-7]	[2-15]	[3-7]	[2-5]	[0-3]	[2-7]	[3-7]	[1-3]	[1-8]	[2-7]	[5-12]	[1-7]	[2-9]	[2-7]	[3-12]	[3-9]	[6-13]	[4-7]	[3-6]	[3-12]	[4-10]	[2-12]	[4-10]	[2-9]	[2-15]	[5-9]	[5-12]	[5-20]	bce	10
P703	[0-4]	[1-4]	[0-8]	[0-7]	[0-2]	[2-6]	[2-5]	[2-6]	[0-3]	[1-8]	[0-6]	[1-3]	[1-3]	[0-6]	[2-5]	[1-7]	[1-5]	[0-6]	[2-5]	[1-8]	[1-6]	[0-4]	[2-10]	[1-9]	[0-7]	[2-15]	[3-7]	[2-5]	[0-3]	[2-7]	[3-7]	[1-3]	[1-8]	[2-7]	[5-12]	[1-7]	[2-9]	[2-7]	[3-12]	[3-9]	[6-13]	[4-7]	[3-6]	[3-12]	[4-10]	[2-12]	[4-10]	[2-9]	[2-15]	[5-9]	[5-12]	[5-20]	bce	10
P816	[0-4]	[1-4]	[0-8]	[0-7]	[0-2]	[2-6]	[2-5]	[2-6]	[0-3]	[1-8]	[0-6]	[1-3]	[1-3]	[0-6]	[2-5]	[1-7]	[1-5]	[0-6]	[2-5]	[1-8]	[1-6]	[0-4]	[2-10]	[1-9]	[0-7]	[2-15]	[3-7]	[2-5]	[0-3]	[2-7]	[3-7]	[1-3]	[1-8]	[2-7]	[5-12]	[1-7]	[2-9]	[2-7]	[3-12]	[3-9]	[6-13]	[4-7]	[3-6]	[3-12]	[4-10]	[2-12]	[4-10]	[2-9]	[2-15]	[5-9]	[5-12]	[5-20]	bce	10
P378	[0-1]	[0-2]	[0-5]	[0-3]	[0-2]	[0-3]	[0-2]	[0-3]	[0-3]	[0-2]	[0-4]	[0-1]	[0-3]	[0-4]	[1-4]	[0-1]	[0-4]	[0-4]	[1-6]	[0-2]	[1-4]	[0-4]	[0-5]	[0-2]	[0-7]	[1-8]	[1-3]	[0-2]	[0-3]	[1-4]	[1-5]	[0-4]	[1-7]	[0-4]	[0-4]	[0-3]	[0-3]	[1-5]	[0-7]	[0-5]	[1-4]	[0-2]	[0-5]	[1-5]	[0-6]	[1-5]	[1-3]	[1-6]	[0-3]	[1-6]	[1-6]	[0-12]	bde	11
P707	[0-1]	[0-2]	[0-5]	[0-3]	[0-2]	[0-3]	[0-2]	[0-3]	[0-3]	[0-2]	[0-4]	[0-1]	[0-3]	[0-4]	[1-4]	[0-1]	[0-4]	[0-4]	[1-6]	[0-2]	[1-4]	[0-4]	[0-5]	[0-2]	[0-7]	[1-8]	[1-3]	[0-2]	[0-3]	[1-4]	[1-5]	[0-4]	[1-7]	[0-4]	[0-4]	[0-3]	[0-3]	[1-5]	[0-7]	[0-5]	[1-4]	[0-2]	[0-5]	[1-5]	[0-6]	[1-5]	[1-3]	[1-6]	[0-3]	[1-6]	[1-6]	[0-12]	bde	11
P733	[0-1]	[0-2]	[0-5]	[0-3]	[0-2]	[0-3]	[0-2]	[0-3]	[0-3]	[0-2]	[0-4]	[0-1]	[0-3]	[0-4]	[1-4]	[0-1]	[0-4]	[0-4]	[1-6]	[0-2]	[1-4]	[0-4]	[0-5]	[0-2]	[0-7]	[1-8]	[1-3]	[0-2]	[0-3]	[1-4]	[1-5]	[0-4]	[1-7]	[0-4]	[0-4]	[0-3]	[0-3]	[1-5]	[0-7]	[0-5]	[1-4]	[0-2]	[0-5]	[1-5]	[0-6]	[1-5]	[1-3]	[1-6]	[0-3]	[1-6]	[1-6]	[0-12]	bde	11
P737	[0-1]	[0-2]	[0-5]	[0-3]	[0-2]	[0-3]	[0-2]	[0-3]	[0-3]	[0-2]	[0-4]	[0-1]	[0-3]	[0-4]	[1-4]	[0-1]	[0-4]	[0-4]	[1-6]	[0-2]	[1-4]	[0-4]	[0-5]	[0-2]	[0-7]	[1-8]	[1-3]	[0-2]	[0-3]	[1-4]	[1-5]	[0-4]	[1-7]	[0-4]	[0-4]	[0-3]	[0-3]	[1-5]	[0-7]	[0-5]	[1-4]	[0-2]	[0-5]	[1-5]	[0-6]	[1-5]	[1-3]	[1-6]	[0-3]	[1-6]	[1-6]	[0-12]	bde	11
P764	[0-1]	[0-2]	[0-5]	[0-3]	[0-2]	[0-3]	[0-2]	[0-3]	[0-3]	[0-2]	[0-4]	[0-1]	[0-3]	[0-4]	[1-4]	[0-1]	[0-4]	[0-4]	[1-6]	[0-2]	[1-4]	[0-4]	[0-5]	[0-2]	[0-7]	[1-8]	[1-3]	[0-2]	[0-3]	[1-4]	[1-5]	[0-4]	[1-7]	[0-4]	[0-4]	[0-3]	[0-3]	[1-5]	[0-7]	[0-5]	[1-4]	[0-2]	[0-5]	[1-5]	[0-6]	[1-5]	[1-3]	[1-6]	[0-3]	[1-6]	[1-6]	[0-12]	bde	11
P158	[3-26]	[3-17]	[1-17]	[4-22]	[6-23]	[3-24]	[1-26]	[5-21]	[2-18]	[5-19]	[4-16]	[4-18]	[3-20]	[8-29]	[2-17]	[5-21]	[7-17]	[2-21]	[2-23]	[1-26]	[2-19]	[2-21]	[4-16]	[2-18]	[2-19]	[1-15]	[2-15]	[1-15]	[3-14]	[0-12]	[1-15]	[3-11]	[1-12]	[5-15]	[3-17]	[2-20]	[4-18]	[0-20]	[4-12]	[3-17]	[5-11]	[2-16]	[2-16]	[2-15]	[2-18]	[2-21]	[3-12]	[2-19]	[4-22]	[1-21]	[1-19]	[2-18]	ecc	12
P22	[3-26]	[3-17]	[1-17]	[4-22]	[6-23]	[3-24]	[1-26]	[5-21]	[2-18]	[5-19]	[4-16]	[4-18]	[3-20]	[8-29]	[2-17]	[5-21]	[7-17]	[2-21]	[2-23]	[1-26]	[2-19]	[2-21]	[4-16]	[2-18]	[2-19]	[1-15]	[2-15]	[1-15]	[3-14]	[0-12]	[1-15]	[3-11]	[1-12]	[5-15]	[3-17]	[2-20]	[4-18]	[0-20]	[4-12]	[3-17]	[5-11]	[2-16]	[2-16]	[2-15]	[2-18]	[2-21]	[3-12]	[2-19]	[4-22]	[1-21]	[1-19]	[2-18]	ecc	12
P1	[3-26]	[3-17]	[1-17]	[4-22]	[6-23]	[3-24]	[1-26]	[5-21]	[2-18]	[5-19]	[4-16]	[4-18]	[3-20]	[8-29]	[2-17]	[5-21]	[7-17]	[2-21]	[2-23]	[1-26]	[2-19]	[2-21]	[4-16]	[2-18]	[2-19]	[1-15]	[2-15]	[1-15]	[3-14]	[0-12]	[1-15]	[3-11]	[1-12]	[5-15]	[3-17]	[2-20]	[4-18]	[0-20]	[4-12]	[3-17]	[5-11]	[2-16]	[2-16]	[2-15]	[2-18]	[2-21]	[3-12]	[2-19]	[4-22]	[1-21]	[1-19]	[2-18]	ecc	12
P567	[3-26]	[3-17]	[1-17]	[4-22]	[6-23]	[3-24]	[1-26]	[5-21]	[2-18]	[5-19]	[4-16]	[4-18]	[3-20]	[8-29]	[2-17]	[5-21]	[7-17]	[2-21]	[2-23]	[1-26]	[2-19]	[2-21]	[4-16]	[2-18]	[2-19]	[1-15]	[2-15]	[1-15]	[3-14]	[0-12]	[1-15]	[3-11]	[1-12]	[5-15]	[3-17]	[2-20]	[4-18]	[0-20]	[4-12]	[3-17]	[5-11]	[2-16]	[2-16]	[2-15]	[2-18]	[2-21]	[3-12]	[2-19]	[4-22]	[1-21]	[1-19]	[2-18]	ecc	12
P13	[3-26]	[3-17]	[1-17]	[4-22]	[6-23]	[3-24]	[1-26]	[5-21]	[2-18]	[5-19]	[4-16]	[4-18]	[3-20]	[8-29]	[2-17]	[5-21]	[7-17]	[2-21]	[2-23]	[1-26]	[2-19]	[2-21]	[4-16]	[2-18]	[2-19]	[1-15]	[2-15]	[1-15]	[3-14]	[0-12]	[1-15]	[3-11]	[1-12]	[5-15]	[3-17]	[2-20]	[4-18]	[0-20]	[4-12]	[3-17]	[5-11]	[2-16]	[2-16]	[2-15]	[2-18]	[2-21]	[3-12]	[2-19]	[4-22]	[1-21]	[1-19]	[2-18]	ecc	12
P284	[3-26]	[3-17]	[1-17]	[4-22]	[6-23]	[3-24]	[1-26]	[5-21]	[2-18]	[5-19]	[4-16]	[4-18]	[3-20]	[8-29]	[2-17]	[5-21]	[7-17]	[2-21]	[2-23]	[1-26]	[2-19]	[2-21]	[4-16]	[2-18]	[2-19]	[1-15]	[2-15]	[1-15]	[3-14]	[0-12]	[1-15]	[3-11]	[1-12]	[5-15]	[3-17]	[2-20]	[4-18]	[0-20]	[4-12]	[3-17]	[5-11]	[2-16]	[2-16]	[2-15]	[2-18]	[2-21]	[3-12]	[2-19]	[4-22]	[1-21]	[1-19]	[2-18]	ecc	12
P308	[3-26]	[3-17]	[1-17]	[4-22]	[6-23]	[3-24]	[1-26]	[5-21]	[2-18]	[5-19]	[4-16]	[4-18]	[3-20]	[8-29]	[2-17]	[5-21]	[7-17]	[2-21]	[2-23]	[1-26]	[2-19]	[2-21]	[4-16]	[2-18]	[2-19]	[1-15]	[2-15]	[1-15]	[3-14]	[0-12]	[1-15]	[3-11]	[1-12]	[5-15]	[3-17]	[2-20]	[4-18]	[0-20]	[4-12]	[3-17]	[5-11]	[2-16]	[2-16]	[2-15]	[2-18]	[2-21]	[3-12]	[2-19]	[4-22]	[1-21]	[1-19]	[2-18]	ecc	12
P137	[19-37]	[20-35]	[27-40]	[23-43]	[19-40]	[30-42]	[23-42]	[23-43]	[13-37]	[12-42]	[14-43]	[28-37]	[11-38]	[15-42]	[24-46]	[15-47]	[25-52]	[28-42]	[16-32]	[17-36]	[16-30]	[19-34]	[21-42]	[15-36]	[16-29]	[18-33]	[14-36]	[10-30]	[14-41]	[16-36]	[11-35]	[16-38]	[10-35]	[17-42]	[17-35]	[16-35]	[13-27]	[22-31]	[13-32]	[16-42]	[14-37]	[12-48]	[18-27]	[19-46]	[17-40]	[16-39]	[21-39]	[12-38]	[19-46]	[16-41]	[21-29]	[21-32]	ecc	13
P120	[19-37]	[20-35]	[27-40]	[23-43]	[19-40]	[30-42]	[23-42]	[23-43]	[13-37]	[12-42]	[14-43]	[28-37]	[11-38]	[15-42]	[24-46]	[15-47]	[25-52]	[28-42]	[16-32]	[17-36]	[16-30]	[19-34]	[21-42]	[15-36]	[16-29]	[18-33]	[14-36]	[10-30]	[14-41]	[16-36]	[11-35]	[16-38]	[10-35]	[17-42]	[17-35]	[16-35]	[13-27]	[22-31]	[13-32]	[16-42]	[14-37]	[12-48]	[18-27]	[19-46]	[17-40]	[16-39]	[21-39]	[12-38]	[19-46]	[16-41]	[21-29]	[21-32]	ecc	13
P622	[19-37]	[20-35]	[27-40]	[23-43]	[19-40]	[30-42]	[23-42]	[23-43]	[13-37]	[12-42]	[14-43]	[28-37]	[11-38]	[15-42]	[24-46]	[15-47]	[25-52]	[28-42]	[16-32]	[17-36]	[16-30]	[19-34]	[21-42]	[15-36]	[16-29]	[18-33]	[14-36]	[10-30]	[14-41]	[16-36]	[11-35]	[16-38]	[10-35]	[17-42]	[17-35]	[16-35]	[13-27]	[22-31]	[13-32]	[16-42]	[14-37]	[12-48]	[18-27]	[19-46]	[17-40]	[16-39]	[21-39]	[12-38]	[19-46]	[16-41]	[21-29]	[21-32]	ecc	13
P142	[19-37]	[20-35]	[27-40]	[23-43]	[19-40]	[30-42]	[23-42]	[23-43]	[13-37]	[12-42]	[14-43]	[28-37]	[11-38]	[15-42]	[24-46]	[15-47]	[25-52]	[28-42]	[16-32]	[17-36]	[16-30]	[19-34]	[21-42]	[15-36]	[16-29]	[18-33]	[14-36]	[10-30]	[14-41]	[16-36]	[11-35]	[16-38]	[10-35]	[17-42]	[17-35]	[16-35]	[13-27]	[22-31]	[13-32]	[16-42]	[14-37]	[12-48]	[18-27]	[19-46]	[17-40]	[16-39]	[21-39]	[12-38]	[19-46]	[16-41]	[21-29]	[21-32]	ecc	13
P491	[19-37]	[20-35]	[27-40]	[23-43]	[19-40]	[30-42]	[23-42]	[23-43]	[13-37]	[12-42]	[14-43]	[28-37]	[11-38]	[15-42]	[24-46]	[15-47]	[25-52]	[28-42]	[16-32]	[17-36]	[16-30]	[19-34]	[21-42]	[15-36]	[16-29]	[18-33]	[14-36]	[10-30]	[14-41]	[16-36]	[11-35]	[16-38]	[10-35]	[17-42]	[17-35]	[16-35]	[13-27]	[22-31]	[13-32]	[16-42]	[14-37]	[12-48]	[18-27]	[19-46]	[17-40]	[16-39]	[21-39]	[12-38]	[19-46]	[16-41]	[21-29]	[21-32]	ecc	13
P178	[26-29]	[31-51]	[40-56]	[33-40]	[31-43]	[28-44]	[28-37]	[34-41]	[35-42]	[40-45]	[41-43]	[35-41]	[30-36]	[32-39]	[40-51]	[45-59]	[45-48]	[34-42]	[30-54]	[29-40]	[34-53]	[35-58]	[28-39]	[27-52]	[27-37]	[19-27]	[27-43]	[29-35]	[19-30]	[28-34]	[24-30]	[22-30]	[32-40]	[31-38]	[27-39]	[30-40]	[28-33]	[17-39]	[31-38]	[19-38]	[31-48]	[21-36]	[31-42]	[19-26]	[24-38]	[32-40]	[33-40]	[29-44]	[23-34]	[29-31]	[27-35]	[19-29]	ecc	14
P92	[26-29]	[31-51]	[40-56]	[33-40]	[31-43]	[28-44]	[28-37]	[34-41]	[35-42]	[40-45]	[41-43]	[35-41]	[30-36]	[32-39]	[40-51]	[45-59]	[45-48]	[34-42]	[30-54]	[29-40]	[34-53]	[35-58]	[28-39]	[27-52]	[27-37]	[19-27]	[27-43]	[29-35]	[19-30]	[28-34]	[24-30]	[22-30]	[32-40]	[31-38]	[27-39]	[30-40]	[28-33]	[17-39]	[31-38]	[19-38]	[31-48]	[21-36]	[31-42]	[19-26]	[24-38]	[32-40]	[33-40]	[29-44]	[23-34]	[29-31]	[27-35]	[19-29]	ecc	14
P19	[26-29]	[31-51]	[40-56]	[33-40]	[31-43]	[28-44]	[28-37]	[34-41]	[35-42]	[40-45]	[41-43]	[35-41]	[30-36]	[32-39]	[40-51]	[45-59]	[45-48]	[34-42]	[30-54]	[29-40]	[34-53]	[35-58]	[28-39]	[27-52]	[27-37]	[19-27]	[27-43]	[29-35]	[19-30]	[28-34]	[24-30]	[22-30]	[32-40]	[31-38]	[27-39]	[30-40]	[28-33]	[17-39]	[31-38]	[19-38]	[31-48]	[21-36]	[31-42]	[19-26]	[24-38]	[32-40]	[33-40]	[29-44]	[23-34]	[29-31]	[27-35]	[19-29]	ecc	14
P48	[26-29]	[31-51]	[40-56]	[33-40]	[31-43]	[28-44]	[28-37]	[34-41]	[35-42]	[40-45]	[41-43]	[35-41]	[30-36]	[32-39]	[40-51]	[45-59]	[45-48]	[34-42]	[30-54]	[29-40]	[34-53]	[35-58]	[28-39]	[27-52]	[27-37]	[19-27]	[27-43]	[29-35]	[19-30]	[28-34]	[24-30]	[22-30]	[32-40]	[31-38]	[27-39]	[30-40]	[28-33]	[17-39]	[31-38]	[19-38]	[31-48]	[21-36]	[31-42]	[19-26]	[24-38]	[32-40]	[33-40]	[29-44]	[23-34]	[29-31]	[27-35]	[19-29]	ecc	14
P73	[31-34]	[27-30]	[34-42]	[29-59]	[27-34]	[24-39]	[28-36]	[28-49]	[30-42]	[29-45]	[38-42]	[28-47]	[26-43]	[30-40]	[32-40]	[32-37]	[40-42]	[29-31]	[31-43]	[30-38]	[35-40]	[27-44]	[22-40]	[31-36]	[35-40]	[23-26]	[22-31]	[23-26]	[21-27]	[24-42]	[25-40]	[24-43]	[27-30]	[25-27]	[25-39]	[21-32]	[24-40]	[29-35]	[29-34]	[22-34]	[22-30]	[21-26]	[27-32]	[32-36]	[25-37]	[25-36]	[27-44]	[23-41]	[27-29]	[34-43]	[20-31]	[18-25]	ecc	15
P55	[31-34]	[27-30]	[34-42]	[29-59]	[27-34]	[24-39]	[28-36]	[28-49]	[30-42]	[29-45]	[38-42]	[28-47]	[26-43]	[30-40]	[32-40]	[32-37]	[40-42]	[29-31]	[31-43]	[30-38]	[35-40]	[27-44]	[22-40]	[31-36]	[35-40]	[23-26]	[22-31]	[23-26]	[21-27]	[24-42]	[25-40]	[24-43]	[27-30]	[25-27]	[25-39]	[21-32]	[24-40]	[29-35]	[29-34]	[22-34]	[22-30]	[21-26]	[27-32]	[32-36]	[25-37]	[25-36]	[27-44]	[23-41]	[27-29]	[34-43]	[20-31]	[18-25]	ecc	15
P168	[31-34]	[27-30]	[34-42]	[29-59]	[27-34]	[24-39]	[28-36]	[28-49]	[30-42]	[29-45]	[38-42]	[28-47]	[26-43]	[30-40]	[32-40]	[32-37]	[40-42]	[29-31]	[31-43]	[30-38]	[35-40]	[27-44]	[22-40]	[31-36]	[35-40]	[23-26]	[22-31]	[23-26]	[21-27]	[24-42]	[25-40]	[24-43]	[27-30]	[25-27]	[25-39]	[21-32]	[24-40]	[29-35]	[29-34]	[22-34]	[22-30]	[21-26]	[27-32]	[32-36]	[25-37]	[25-36]	[27-44]	[23-41]	[27-29]	[34-43]	[20-31]	[18-25]	ecc	15
P620	[31-34]	[27-30]	[34-42]	[29-59]	[27-34]	[24-39]	[28-36]	[28-49]	[30-42]	[29-45]	[38-42]	[28-47]	[26-43]	[30-40]	[32-40]	[32-37]	[40-42]	[29-31]	[31-43]	[30-38]	[35-40]	[27-44]	[22-40]	[31-36]	[35-40]	[23-26]	[22-31]	[23-26]	[21-27]	[24-42]	[25-40]	[24-43]	[27-30]	[25-27]	[25-39]	[21-32]	[24-40]	[29-35]	[29-34]	[22-34]	[22-30]	[21-26]	[27-32]	[32-36]	[25-37]	[25-36]	[27-44]	[23-41]	[27-29]	[34-43]	[20-31]	[18-25]	ecc	15
P540	[27-40]	[23-45]	[16-40]	[16-38]	[23-42]	[27-35]	[21-56]	[18-44]	[25-40]	[23-37]	[16-43]	[24-45]	[22-39]	[24-55]	[8-43]	[23-45]	[27-47]	[21-42]	[16-46]	[23-33]	[20-50]	[19-43]	[22-48]	[15-41]	[18-39]	[20-27]	[16-31]	[16-35]	[13-28]	[11-32]	[9-31]	[14-44]	[10-34]	[21-39]	[16-39]	[15-32]	[4-38]	[16-38]	[15-43]	[15-34]	[20-40]	[14-39]	[18-38]	[16-30]	[25-39]	[16-41]	[13-39]	[7-39]	[13-44]	[7-35]	[16-29]	[16-30]	ecc	16
P519	[27-40]	[23-45]	[16-40]	[16-38]	[23-42]	[27-35]	[21-56]	[18-44]	[25-40]	[23-37]	[16-43]	[24-45]	[22-39]	[24-55]	[8-43]	[23-45]	[27-47]	[21-42]	[16-46]	[23-33]	[20-50]	[19-43]	[22-48]	[15-41]	[18-39]	[20-27]	[16-31]	[16-35]	[13-28]	[11-32]	[9-31]	[14-44]	[10-34]	[21-39]	[16-39]	[15-32]	[4-38]	[16-38]	[15-43]	[15-34]	[20-40]	[14-39]	[18-38]	[16-30]	[25-39]	[16-41]	[13-39]	[7-39]	[13-44]	[7-35]	[16-29]	[16-30]	ecc	16
P141	[27-40]	[23-45]	[16-40]	[16-38]	[23-42]	[27-35]	[21-56]	[18-44]	[25-40]	[23-37]	[16-43]	[24-45]	[22-39]	[24-55]	[8-43]	[23-45]	[27-47]	[21-42]	[16-46]	[23-33]	[20-50]	[19-43]	[22-48]	[15-41]	[18-39]	[20-27]	[16-31]	[16-35]	[13-28]	[11-32]	[9-31]	[14-44]	[10-34]	[21-39]	[16-39]	[15-32]	[4-38]	[16-38]	[15-43]	[15-34]	[20-40]	[14-39]	[18-38]	[16-30]	[25-39]	[16-41]	[13-39]	[7-39]	[13-44]	[7-35]	[16-29]	[16-30]	ecc	16
P557	[27-40]	[23-45]	[16-40]	[16-38]	[23-42]	[27-35]	[21-56]	[18-44]	[25-40]	[23-37]	[16-43]	[24-45]	[22-39]	[24-55]	[8-43]	[23-45]	[27-47]	[21-42]	[16-46]	[23-33]	[20-50]	[19-43]	[22-48]	[15-41]	[18-39]	[20-27]	[16-31]	[16-35]	[13-28]	[11-32]	[9-31]	[14-44]	[10-34]	[21-39]	[16-39]	[15-32]	[4-38]	[16-38]	[15-43]	[15-34]	[20-40]	[14-39]	[18-38]	[16-30]	[25-39]	[16-41]	[13-39]	[7-39]	[13-44]	[7-35]	[16-29]	[16-30]	ecc	16
P135	[27-40]	[23-45]	[16-40]	[16-38]	[23-42]	[27-35]	[21-56]	[18-44]	[25-40]	[23-37]	[16-43]	[24-45]	[22-39]	[24-55]	[8-43]	[23-45]	[27-47]	[21-42]	[16-46]	[23-33]	[20-50]	[19-43]	[22-48]	[15-41]	[18-39]	[20-27]	[16-31]	[16-35]	[13-28]	[11-32]	[9-31]	[14-44]	[10-34]	[21-39]	[16-39]	[15-32]	[4-38]	[16-38]	[15-43]	[15-34]	[20-40]	[14-39]	[18-38]	[16-30]	[25-39]	[16-41]	[13-39]	[7-39]	[13-44]	[7-35]	[16-29]	[16-30]	ecc	16
P18	[27-40]	[23-45]	[16-40]	[16-38]	[23-42]	[27-35]	[21-56]	[18-44]	[25-40]	[23-37]	[16-43]	[24-45]	[22-39]	[24-55]	[8-43]	[23-45]	[27-47]	[21-42]	[16-46]	[23-33]	[20-50]	[19-43]	[22-48]	[15-41]	[18-39]	[20-27]	[16-31]	[16-35]	[13-28]	[11-32]	[9-31]	[14-44]	[10-34]	[21-39]	[16-39]	[15-32]	[4-38]	[16-38]	[15-43]	[15-34]	[20-40]	[14-39]	[18-38]	[16-30]	[25-39]	[16-41]	[13-39]	[7-39]	[13-44]	[7-35]	[16-29]	[16-30]	ecc	16
P518	[3-15]	[7-13]	[8-12]	[4-18]	[6-13]	[7-9]	[2-14]	[9-12]	[1-11]	[3-15]	[5-10]	[3-15]	[6-8]	[7-10]	[6-9]	[4-16]	[1-14]	[7-10]	[7-10]	[4-11]	[5-15]	[5-8]	[5-9]	[3-14]	[3-12]	[3-10]	[5-13]	[3-9]	[3-7]	[0-7]	[2-13]	[3-9]	[2-12]	[1-15]	[5-8]	[4-6]	[2-9]	[0-10]	[5-10]	[3-9]	[3-11]	[4-6]	[5-8]	[5-11]	[1-12]	[2-8]	[1-12]	[4-11]	[3-12]	[1-6]	[4-10]	[4-12]	ecc	17
P499	[3-15]	[7-13]	[8-12]	[4-18]	[6-13]	[7-9]	[2-14]	[9-12]	[1-11]	[3-15]	[5-10]	[3-15]	[6-8]	[7-10]	[6-9]	[4-16]	[1-14]	[7-10]	[7-10]	[4-11]	[5-15]	[5-8]	[5-9]	[3-14]	[3-12]	[3-10]	[5-13]	[3-9]	[3-7]	[0-7]	[2-13]	[3-9]	[2-12]	[1-15]	[5-8]	[4-6]	[2-9]	[0-10]	[5-10]	[3-9]	[3-11]	[4-6]	[5-8]	[5-11]	[1-12]	[2-8]	[1-12]	[4-11]	[3-12]	[1-6]	[4-10]	[4-12]	ecc	17
P151	[3-15]	[7-13]	[8-12]	[4-18]	[6-13]	[7-9]	[2-14]	[9-12]	[1-11]	[3-15]	[5-10]	[3-15]	[6-8]	[7-10]	[6-9]	[4-16]	[1-14]	[7-10]	[7-10]	[4-11]	[5-15]	[5-8]	[5-9]	[3-14]	[3-12]	[3-10]	[5-13]	[3-9]	[3-7]	[0-7]	[2-13]	[3-9]	[2-12]	[1-15]	[5-8]	[4-6]	[2-9]	[0-10]	[5-10]	[3-9]	[3-11]	[4-6]	[5-8]	[5-11]	[1-12]	[2-8]	[1-12]	[4-11]	[3-12]	[1-6]	[4-10]	[4-12]	ecc	17
